Order_ID,Delivery_Partners,Agent_Rating,Sellers location,Buyers Location,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Exp 1st Attempt days,Actual 1st Attempt days,Status,Exp 2nd Attempt days,Actual 2nd Attempt days,Final delivery Status,Total Attempt,Exp Total Days ,Actual Total Days,SLA Status,Category
jqco336937571,DHL,4.6,Ghatkopar,Meera Road,18-03-2022,20:35:00,20:50:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
iwkp065421476,UPS,4.1,Malad,Ulhasnagar,13-03-2022,23:25:00,23:40:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
nwvu459529234,FedEx,5,Bhandup,Vashi,31-03-2022,19:55:00,20:05:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
jjcl090851660,UPS,4.1,Malad,Ulhasnagar,23-03-2022,21:20:00,21:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
bpbi053158546,India Post,4.1,Bhandup,Kandivali,24-03-2022,21:45:00,21:50:00,Stormy,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
ksec432319879,UPS,4.6,Malad,Malad,12-03-2022,19:40:00,19:55:00,Sunny,Jam ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
rszv454658332,UPS,4.6,Malad,Malad,03-03-2022,14:50:00,15:00:00,Sandstorms,High ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
cdyc438548517,India Post,4.9,Bhandup,Bandra,09-03-2022,18:10:00,18:20:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Books
xoka811702118,FedEx,2.5,Malad,Airoli,17-03-2022,12:20:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Skincare
nyum131271823,UPS,1.6,Malad,Ulhasnagar,18-03-2022,23:40:00,23:50:00,Cloudy,Low ,scooter ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Pet Supplies
iwoy649851528,India Post,4.6,Bhandup,Bandra,19-03-2022,12:50:00,12:55:00,Windy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
lhus187289759,Dehlivery,4.4,Ghatkopar,Andheri,07-03-2022,23:20:00,23:30:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
szbb646301545,Dehlivery,4.6,Ghatkopar,Vasai,04-03-2022,17:50:00,18:00:00,Stormy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
bwgn919229310,DHL,4.8,Ghatkopar,Virar,03-04-2022,10:25:00,10:35:00,Windy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
pdxn136638766,FedEx,4.9,Bhandup,Vashi,11-03-2022,09:10:00,09:25:00,Windy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
zzsx562940707,India Post,4.8,Bhandup,Kandivali,01-04-2022,12:30:00,12:45:00,Cloudy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
gyvm380029078,DHL,2.5,Ghatkopar,Meera Road,20-03-2022,17:10:00,17:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Toys
umwc109456087,DHL,5,Ghatkopar,Meera Road,31-03-2022,19:15:00,19:30:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
dsbe906886027,UPS,4.1,Malad,Malad,13-02-2022,23:50:00,23:55:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
xnzb532907287,FedEx,4.8,Bhandup,Vashi,29-03-2022,18:45:00,18:50:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
ltrp525870768,FedEx,4,Bhandup,Vashi,16-03-2022,20:40:00,20:45:00,Sunny,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
rbzk606295253,DHL,4.8,Ghatkopar,Virar,14-03-2022,22:10:00,22:25:00,Windy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
ltoi660207512,India Post,4.4,Bhandup,Borivali,31-03-2022,17:20:00,17:25:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
pkhq469939766,India Post,4.9,Bhandup,Kandivali,17-03-2022,19:55:00,20:10:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
jgbc287273591,Dehlivery,4.9,Ghatkopar,Vasai,28-03-2022,18:15:00,18:25:00,Stormy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
xzzw562394658,UPS,4.1,Malad,Khopoli,04-04-2022,23:50:00,00:00:00,Fog,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
gjwc226881646,FedEx,4.8,Bhandup,Palghar,04-03-2022,17:25:00,17:35:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
lrbb564302256,FedEx,3,Malad,Airoli,04-03-2022,23:45:00,00:00:00,Stormy,Low ,van,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Shoes
fkyd365052251,India Post,2.5,Bhandup,Kandivali,14-02-2022,18:30:00,18:35:00,Windy,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Cosmetics
wciq107093545,UPS,4.1,Malad,Ulhasnagar,25-03-2022,21:35:00,21:45:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
edxx482704762,India Post,3,Bhandup,Bandra,17-03-2022,08:40:00,08:55:00,Windy,Low ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Books
jxsj508533395,India Post,2.5,Bhandup,Bandra,01-04-2022,22:35:00,22:40:00,Windy,Low ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
xlta607070306,FedEx,5,Malad,Airoli,19-03-2022,11:45:00,11:50:00,Windy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
lubd358643567,Dehlivery,4.6,Ghatkopar,Vasai,07-03-2022,23:25:00,23:40:00,Stormy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
ycwb227184501,FedEx,3,Malad,Airoli,02-03-2022,19:10:00,19:15:00,Sunny,Jam ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Kitchen
mikp615052003,India Post,2.5,Bhandup,Kandivali,16-02-2022,18:45:00,19:00:00,Fog,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Electronics
djrw974238657,India Post,4.6,Bhandup,Bandra,29-03-2022,18:15:00,18:25:00,Cloudy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
rxki994339301,Dehlivery,4.9,Ghatkopar,Vasai,07-03-2022,22:30:00,22:35:00,Sandstorms,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
wfjy432968933,UPS,4.8,Malad,Thane,03-03-2022,19:00:00,19:05:00,Fog,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Books
opdl820466364,India Post,2.5,Bhandup,Borivali,30-03-2022,13:10:00,13:20:00,Windy,High ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Cosmetics
wbpn330130607,UPS,4.6,Malad,Ulhasnagar,19-03-2022,17:55:00,18:05:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
jtsd466670552,Dehlivery,4.8,Ghatkopar,Vasai,15-03-2022,19:50:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
enww399699472,FedEx,4.9,Bhandup,Palghar,02-03-2022,21:15:00,21:20:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
rvns240114667,India Post,2.5,Bhandup,Kandivali,31-03-2022,19:35:00,19:45:00,Fog,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Home
fvko144254933,India Post,1.6,Bhandup,Borivali,06-03-2022,19:10:00,19:20:00,Stormy,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Kitchen
jocn049365284,FedEx,2.5,Bhandup,Palghar,21-03-2022,21:20:00,21:30:00,Fog,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Snacks
atgc248887447,UPS,2.5,Malad,Malad,01-03-2022,09:50:00,10:05:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Sports
jexa898688264,Dehlivery,4.6,Malad,Andheri,24-03-2022,20:35:00,20:40:00,Stormy,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
cmvs014428179,India Post,4.1,Bhandup,Borivali,04-04-2022,21:15:00,21:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
ntme294239634,FedEx,4.9,Bhandup,Vashi,02-03-2022,23:00:00,23:15:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
tryr235168039,Dehlivery,4,Ghatkopar,Andheri,01-04-2022,15:00:00,15:10:00,Cloudy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
cpya420089193,Dehlivery,4.1,Ghatkopar,Andheri,12-02-2022,19:45:00,19:50:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
opvd660426426,FedEx,4.9,Bhandup,Vashi,05-04-2022,17:45:00,17:55:00,Sunny,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
ecar963502319,DHL,2.5,Ghatkopar,Meera Road,03-03-2022,09:00:00,09:10:00,Sunny,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Electronics
pbmy587069805,FedEx,2.5,Bhandup,Palghar,06-04-2022,20:00:00,20:05:00,Sunny,Jam ,van,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Apparel
wasv461278289,DHL,3,Ghatkopar,Meera Road,17-03-2022,12:50:00,12:55:00,Fog,High ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Kitchen
byhp076235734,DHL,4.6,Ghatkopar,Virar,31-03-2022,21:40:00,21:55:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
ohfh963147472,India Post,5,Bhandup,Bandra,17-02-2022,19:55:00,20:05:00,Sunny,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
nkmh560985800,Dehlivery,4.8,Ghatkopar,Andheri,09-03-2022,19:35:00,19:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
gvea147758996,UPS,5,Malad,Malad,27-03-2022,22:35:00,22:50:00,Sandstorms,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
cypx969023715,Dehlivery,4.9,Ghatkopar,Andheri,25-03-2022,17:10:00,17:25:00,Stormy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
oamt174420009,UPS,4.8,Malad,Malad,11-03-2022,19:35:00,19:40:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
vmgc964372188,UPS,2.5,Malad,Malad,03-03-2022,10:30:00,10:45:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Snacks
jnge623681084,DHL,4.9,Ghatkopar,Meera Road,15-02-2022,18:10:00,18:20:00,Windy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
kzvx918950241,DHL,4.1,Ghatkopar,Virar,07-03-2022,10:10:00,10:25:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
rlgt572766152,UPS,4,Malad,Ulhasnagar,18-03-2022,17:50:00,18:05:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Kitchen
lvnz878892159,DHL,3,Ghatkopar,Meera Road,03-04-2022,08:50:00,09:00:00,Fog,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Apparel
zhyo265634674,UPS,1.6,Malad,Khopoli,06-04-2022,19:55:00,20:10:00,Stormy,Jam ,van,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Apparel
ezxe128319748,FedEx,4.8,Bhandup,Vashi,06-03-2022,17:55:00,18:10:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
kifq556800414,Dehlivery,2.5,Ghatkopar,Vasai,19-03-2022,15:30:00,15:40:00,Fog,Medium ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Cosmetics
carl757119263,UPS,2.5,Malad,Worli,21-03-2022,09:40:00,09:50:00,Windy,Low ,van,Urban,2,0,Failed,1,2,Delivered,2,3,4,SLA Breached,Jewelry
ywqd911535741,Dehlivery,5,Ghatkopar,Vasai,19-03-2022,18:20:00,18:25:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
ppqt362000534,Dehlivery,3,Malad,Andheri,28-03-2022,15:35:00,15:50:00,Windy,Medium ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Skincare
czis944259836,UPS,4.1,Malad,Worli,29-03-2022,18:15:00,18:30:00,Sandstorms,Medium ,motorcycle ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Skincare
ibwr067523869,DHL,2.5,Ghatkopar,Virar,17-03-2022,16:55:00,17:00:00,Fog,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
fyao616279169,India Post,4.4,Bhandup,Kandivali,29-03-2022,18:10:00,18:15:00,Sunny,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
bfvj522482572,DHL,4.8,Ghatkopar,Meera Road,21-03-2022,19:15:00,19:20:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
zeaw181992534,DHL,4.8,Ghatkopar,Meera Road,04-03-2022,18:25:00,18:35:00,Windy,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
tkua467465647,UPS,4.6,Malad,Malad,15-02-2022,20:30:00,20:45:00,Stormy,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
ljgp550489562,Dehlivery,4.9,Ghatkopar,Andheri,29-03-2022,22:55:00,23:00:00,Stormy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
hnoc705310037,Dehlivery,5,Ghatkopar,Vasai,13-02-2022,10:55:00,11:00:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
lzkv724137602,FedEx,2.5,Bhandup,Vikhroli,03-04-2022,16:00:00,16:15:00,Windy,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Shoes
qpqb113436782,UPS,4.9,Malad,Ulhasnagar,13-02-2022,14:50:00,15:05:00,Sunny,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
teij116088130,Dehlivery,2.5,Ghatkopar,Vasai,16-03-2022,20:20:00,20:25:00,Fog,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Cosmetics
zutg690542042,UPS,4.9,Malad,Khopoli,02-04-2022,19:00:00,19:15:00,Cloudy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
qphf884454355,FedEx,4.8,Bhandup,Vashi,20-03-2022,18:15:00,18:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
fcib257172141,FedEx,4.4,Bhandup,Vashi,29-03-2022,23:35:00,23:50:00,Fog,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
fium151549195,Dehlivery,2.5,Ghatkopar,Andheri,04-03-2022,19:35:00,19:40:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Apparel
vvnq162473052,UPS,4.6,Malad,Khopoli,27-03-2022,23:35:00,23:45:00,Sunny,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
hhem665543827,DHL,4.8,Ghatkopar,Meera Road,11-02-2022,18:00:00,18:15:00,Stormy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
zfgf746938367,FedEx,2.5,Malad,Airoli,09-03-2022,18:10:00,18:25:00,Fog,Medium ,van,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Books
nfdj333236314,FedEx,4,Bhandup,Vikhroli,12-03-2022,21:10:00,21:15:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
zfxe533340329,FedEx,4.6,Bhandup,Vashi,04-04-2022,23:40:00,23:50:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
kwmv603335255,FedEx,4.6,Malad,Airoli,11-02-2022,11:00:00,11:10:00,Fog,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
gopn683041817,DHL,4.8,Ghatkopar,Virar,18-02-2022,22:45:00,23:00:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
ppri902151840,India Post,2.5,Bhandup,Borivali,19-03-2022,11:00:00,11:15:00,Sunny,Low ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Clothing
libi732501950,Dehlivery,4.9,Malad,Andheri,02-03-2022,23:25:00,23:40:00,Fog,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Kitchen
kdbu035077095,UPS,4.8,Malad,Worli,14-02-2022,21:00:00,21:10:00,Sunny,Jam ,scooter ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Books
mfol662804540,Dehlivery,4.8,Ghatkopar,Andheri,27-03-2022,19:30:00,19:40:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
bdgu970232668,UPS,1,Malad,Malad,04-03-2022,22:55:00,23:05:00,Windy,Low ,motorcycle ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Toys
odlo529484325,UPS,3,Malad,Ulhasnagar,06-04-2022,20:25:00,20:40:00,Sunny,Jam ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Pet Supplies
vxvr447893698,UPS,4.6,Malad,Thane,26-03-2022,12:35:00,12:50:00,Stormy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
fmhd254099683,DHL,4.8,Ghatkopar,Meera Road,11-02-2022,18:55:00,19:00:00,Sunny,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
evzr452255970,DHL,4,Ghatkopar,Meera Road,28-03-2022,22:45:00,22:50:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
hdgi344002220,UPS,4.9,Malad,Khopoli,18-03-2022,23:45:00,23:55:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
ypdy132507323,UPS,2.5,Malad,Malad,11-02-2022,15:25:00,15:30:00,Cloudy,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Shoes
vpun175942482,DHL,4.8,Ghatkopar,Meera Road,28-03-2022,11:30:00,11:40:00,Sunny,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
cdkz589624699,UPS,5,Malad,Thane,16-02-2022,22:35:00,22:45:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
kiyg810534481,Dehlivery,2.5,Ghatkopar,Vasai,16-03-2022,23:35:00,23:45:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
pwbi898606991,India Post,4.8,Bhandup,Borivali,28-03-2022,10:25:00,10:30:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
taqg748867597,India Post,4.9,Bhandup,Kandivali,03-03-2022,22:20:00,22:30:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
dkgi875489081,Dehlivery,4.9,Ghatkopar,Andheri,13-03-2022,17:15:00,17:20:00,Windy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
ubag651976139,FedEx,4.4,Malad,Airoli,14-03-2022,21:30:00,21:45:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
zxtz236128998,Dehlivery,4.6,Ghatkopar,Vasai,01-03-2022,18:40:00,18:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
hmju318251956,Dehlivery,4.9,Ghatkopar,Vasai,21-03-2022,15:10:00,15:20:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
ltwr528697521,FedEx,3,Malad,Airoli,10-03-2022,22:50:00,23:05:00,Stormy,Low ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Snacks
jsku204560077,FedEx,4.1,Bhandup,Palghar,20-03-2022,19:30:00,19:40:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
istj070213071,Dehlivery,4.1,Malad,Andheri,06-04-2022,20:30:00,20:35:00,Stormy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
dahw022547497,UPS,3,Malad,Malad,03-04-2022,18:45:00,18:50:00,Sunny,Medium ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Electronics
vvgj958702360,FedEx,2.5,Bhandup,Vikhroli,12-02-2022,23:10:00,23:20:00,Fog,Low ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Skincare
rabu202619192,DHL,2.5,Ghatkopar,Meera Road,11-02-2022,11:10:00,11:25:00,Cloudy,High ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
aeuj226729421,UPS,4.8,Malad,Malad,05-04-2022,13:50:00,13:55:00,Sunny,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
rbiv368919286,DHL,4.9,Ghatkopar,Virar,05-04-2022,18:40:00,18:45:00,Stormy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Kitchen
kxfb230420855,FedEx,4.9,Bhandup,Palghar,18-02-2022,21:15:00,21:30:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
hwmm104541576,UPS,4.4,Malad,Worli,12-02-2022,21:45:00,21:55:00,Sandstorms,Jam ,motorcycle ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Kitchen
qnwk753395424,UPS,4.9,Malad,Thane,14-02-2022,21:20:00,21:35:00,Sunny,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
vvqg343205052,UPS,2.5,Malad,Khopoli,02-03-2022,22:45:00,22:55:00,Fog,Low ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Home
iuxj806937978,DHL,2.5,Ghatkopar,Virar,04-04-2022,20:10:00,20:20:00,Stormy,Jam ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Electronics
yyny933118563,FedEx,2.5,Bhandup,Vashi,09-03-2022,18:20:00,18:35:00,Fog,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Home
bwhs416644198,DHL,4.8,Ghatkopar,Virar,12-03-2022,20:40:00,20:45:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
rfxd157515921,DHL,4.8,Ghatkopar,Virar,01-04-2022,10:00:00,10:05:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
pgjt711137922,UPS,3,Malad,Malad,18-02-2022,22:30:00,22:40:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Jewelry
fxir538138707,FedEx,4.9,Bhandup,Vikhroli,23-03-2022,21:50:00,22:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
kezq280741564,India Post,4.1,Bhandup,Borivali,05-03-2022,11:50:00,11:55:00,Stormy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Kitchen
dqha770938362,FedEx,5,Bhandup,Palghar,27-03-2022,17:25:00,17:35:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
biau131098726,India Post,2.5,Bhandup,Borivali,19-03-2022,21:55:00,22:10:00,Cloudy,Jam ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Home
